id,original,segmented,tagged
246,"د نوید احمدزي امو نهنګانو له منځه عبدالواسع درې ویکټې واخیستې ، خو نور توپ اچوونکي یې ښه ونه ځلېدل چې له امله یې لوبه د بندامیر ښامارانو په ګټه پای ته ورسېده","دBنویدBاحمدزيBاموSنهنګانوBلهSمنځهBعبدالواسعBدرېBویکټېBواخیستېB،BخوBنورBتوپSاچوونکيBیېBښهBونهBځلېدلBچېBلهSاملهBیېBلوبهBدBبندامیرBښامارانوBپهBګټهBپایBتهBورسېده","[[""د"", ""IN""], [""نوید"", ""NN.P""], [""احمدزي"", ""NN.P""], [""امو نهنګانو"", ""NN.P""], [""له منځه"", ""RB""], [""عبدالواسع"", ""NN.P""], [""درې"", ""NB""], [""ویکټې"", ""NN.C.1.F""], [""واخیستې"", ""VB.D""], [""،"", ""PU""], [""خو"", ""CC""], [""نور"", ""JJ""], [""توپ اچوونکي"", ""NN.C.2""], [""یې"", ""PR.C""], [""ښه"", ""JJ""], [""ونه"", ""RB""], [""ځلېدل"", ""VB.INF""], [""چې"", ""CC""], [""له امله"", ""RB""], [""یې"", ""PR.C""], [""لوبه"", ""NN.C.1.F""], [""د"", ""IN""], [""بندامیر"", ""NN.P""], [""ښامارانو"", ""NN.C.2""], [""په"", ""IN""], [""ګټه"", ""NN.C.1.F""], [""پای"", ""NN.C.1.F""], [""ته"", ""PT""], [""ورسېده"", ""VB.D""]]"
247,نیشنل ټي ټونټي ټورنمنټ لاهور کښی خیبرپښتونخوا ټيم په بریا سره سر ته رسیدلې دی,نیشنلBټيSټونټيBټورنمنټBلاهورBکښیBخیبرپښتونخواBټيمBپهBبریاBسرهBسرBتهBرسیدلېBدی,"[[""نیشنل"", ""JJ""], [""ټي ټونټي"", ""JJ""], [""ټورنمنټ"", ""NN.C.1.M""], [""لاهور"", ""NN.P""], [""کښی"", ""PT""], [""خیبرپښتونخوا"", ""NN.P""], [""ټيم"", ""NN.C.1.M""], [""په"", ""IN""], [""بریا"", ""NN.C.1.F""], [""سره"", ""PT""], [""سر"", ""NN.C.1.M""], [""ته"", ""PT""], [""رسیدلې"", ""VB.D""], [""دی"", ""VB.PC""]]"
248,ملګرو ملتونو دغه برید تائید کړی او ویلي یې دي چې په دې هکله پلټنې کوي,ملګروSملتونوBدغهBبریدBتائیدBکړیBاوBویليBیېBديBچېBپهBدېBهکلهBپلټنېBکوي,"[[""ملګرو ملتونو"", ""NN.P""], [""دغه"", ""DT""], [""برید"", ""NN.C.1.M""], [""تائید"", ""NN.C.1.M""], [""کړی"", ""VB.DX""], [""او"", ""CC""], [""ویلي"", ""VB.D""], [""یې"", ""PR.C""], [""دي"", ""VB.PC""], [""چې"", ""CC""], [""په"", ""IN""], [""دې"", ""DT""], [""هکله"", ""RB""], [""پلټنې"", ""NN.C.1.F""], [""کوي"", ""VB.PX""]]"
249,"پوځي چارواکو ویلي چې اوبتل تقریبا ۷ سوه متره لاندې په اوبو کې تللی او د بحري ځواکونو سره یې په محلي وخت نن چارشنبې وختي ، اپریل ۲۱ غويي ۱ اړیکه پرې شوې ده","پوځيBچارواکوBویليBچېBاوبتلBتقریباB۷BسوهBمترهBلاندېBپهBاوبوBکېBتللیBاوBدBبحريBځواکونوBسرهBیېBپهBمحليBوختBننBچارشنبېBوختيB،BاپریلB۲۱BغوييB۱BاړیکهBپرېBشوېBده","[[""پوځي"", ""JJ""], [""چارواکو"", ""NN.C.2""], [""ویلي"", ""VB.D""], [""چې"", ""CC""], [""اوبتل"", ""NN.C.1.M""], [""تقریبا"", ""RB""], [""۷"", ""NB""], [""سوه"", ""NB""], [""متره"", ""NN.C.1.F""], [""لاندې"", ""RB""], [""په"", ""IN""], [""اوبو"", ""NN.C.2""], [""کې"", ""PT""], [""تللی"", ""VB.D""], [""او"", ""CC""], [""د"", ""IN""], [""بحري"", ""JJ""], [""ځواکونو"", ""NN.C.2""], [""سره"", ""PT""], [""یې"", ""PR.C""], [""په"", ""IN""], [""محلي"", ""JJ""], [""وخت"", ""NN.C.1.M""], [""نن"", ""RB""], [""چارشنبې"", ""NN.P""], [""وختي"", ""RB""], [""،"", ""PU""], [""اپریل"", ""NN.P""], [""۲۱"", ""NB""], [""غويي"", ""NN.C.1.F""], [""۱"", ""NB""], [""اړیکه"", ""NN.C.1.F""], [""پرې"", ""RB""], [""شوې"", ""VB.DX""], [""ده"", ""VB.PC""]]"
250,"حيات افغاني ، د ډپټي محمد حيات خان تاليف","حياتBافغانيB،BدBډپټيBمحمدBحياتBخانBتاليف","[[""حيات"", ""NN.C.1.M""], [""افغاني"", ""JJ""], [""،"", ""PU""], [""د"", ""IN""], [""ډپټي"", ""JJ""], [""محمد"", ""NN.P""], [""حيات"", ""NN.C.1.M""], [""خان"", ""NN.P""], [""تاليف"", ""NN.C.1.M""]]"
251,اریانا سعید د طالبانو د واکمنیدو په ورځو کې په کابل کې وه,اریاناSسعیدBدBطالبانوBدBواکمنیدوBپهBورځوBکېBپهBکابلBکېBوه,"[[""اریانا سعید"",""NN.P""],[""د"",""IN""],[""طالبانو"",""NN.C.2""],[""د"",""IN""],[""واکمنیدو"",""VB.G""],[""په"",""IN""],[""ورځو"",""NN.C.2""],[""کې"",""PT""],[""په"",""IN""],[""کابل"",""NN.P""],[""کې"",""PT""],[""وه"",""VB.DC""]]"
252,دا وروستی ځل یې په ۲۰۱۹ په انګلنډ او ویلز کې وشوې چې انګلنډ یې اتلولي وګټله او افغانستان پکې ټولې نهه لوبې وبایللې,داBوروستیBځلBیېBپهB۲۰۱۹BپهBانګلنډBاوBویلزBکېBوشوېBچېBانګلنډBیېBاتلوليBوګټلهBاوBافغانستانBپکېBټولېBنههBلوبېBوبایللې,"[[""دا"", ""DT""], [""وروستی"", ""JJ""], [""ځل"", ""NN.C.1.M""], [""یې"", ""PR.C""], [""په"", ""IN""], [""۲۰۱۹"", ""NB""], [""په"", ""IN""], [""انګلنډ"", ""NN.P""], [""او"", ""CC""], [""ویلز"", ""NN.P""], [""کې"", ""PT""], [""وشوې"", ""VB.DX""], [""چې"", ""CC""], [""انګلنډ"", ""NN.P""], [""یې"", ""PR.C""], [""اتلولي"", ""NN.C.2""], [""وګټله"", ""VB.D""], [""او"", ""CC""], [""افغانستان"", ""NN.P""], [""پکې"", ""RB""], [""ټولې"", ""JJ""], [""نهه"", ""NB""], [""لوبې"", ""NN.C.1.F""], [""وبایللې"", ""VB.D""]]"
253,ورو يې وويل دا دې د راتلونکو دردونو لپاره ه ده,وروBيېBوويلBداBدېBدBراتلونکوBدردونوBلپارهBهBده,"[[""ورو"", ""RB""], [""يې"", ""PR.C""], [""وويل"", ""VB.INF""], [""دا"", ""DT""], [""دې"", ""DT""], [""د"", ""IN""], [""راتلونکو"", ""NN.C.2""], [""دردونو"", ""NN.C.2""], [""لپاره"", ""PT""], [""ه"", ""AB""], [""ده"", ""VB.PC""]]"
254,د پاکستان راتلونکې لوبه د جوم پر ۲۹ مه نېټه له افغانستان سره په لیډز ښار کې ده,دBپاکستانBراتلونکېBلوبهBدBجومBپرB۲۹BمهBنېټهBلهBافغانستانBسرهBپهBلیډزBښارBکېBده,"[[""د"", ""IN""], [""پاکستان"", ""NN.P""], [""راتلونکې"", ""JJ""], [""لوبه"", ""NN.C.1.F""], [""د"", ""IN""], [""جوم"", ""NN.C.2""], [""پر"", ""IN""], [""۲۹"", ""NB""], [""مه"", ""FX""], [""نېټه"", ""NN.C.1.F""], [""له"", ""IN""], [""افغانستان"", ""NN.P""], [""سره"", ""PT""], [""په"", ""IN""], [""لیډز"", ""NN.P""], [""ښار"", ""NN.C.1.M""], [""کې"", ""PT""], [""ده"", ""VB.PC""]]"
255,"د ده په وینا ، په دې برخه کې سیاسي عمل د بشري حقونو نقض دی او نه باید دوام ورکړل شي","دBدهBپهBویناB،BپهBدېBبرخهBکېBسیاسيBعملBدBبشريBحقونوBنقضBدیBاوBنهBبایدBدوامBورکړلBشي","[[""د"", ""IN""], [""ده"", ""VB.PC""], [""په"", ""IN""], [""وینا"", ""NN.C.1.F""], [""،"", ""PU""], [""په"", ""IN""], [""دې"", ""DT""], [""برخه"", ""NN.C.1.F""], [""کې"", ""PT""], [""سیاسي"", ""JJ""], [""عمل"", ""NN.C.1.M""], [""د"", ""IN""], [""بشري"", ""JJ""], [""حقونو"", ""NN.C.2""], [""نقض"", ""NN.C.1.M""], [""دی"", ""VB.PC""], [""او"", ""CC""], [""نه"", ""PT""], [""باید"", ""JJ""], [""دوام"", ""NN.C.1.M""], [""ورکړل"", ""VB.D""], [""شي"", ""VB.H""]]"
256,"په خبرپاڼه کې ویل شوي ، چې د وسله والو کسانو له برید وروسته نښته هم شوې ده","پهBخبرپاڼهBکېBویلBشويB،BچېBدBوسلهSوالوBکسانوBلهBبریدBوروستهBنښتهBهمBشوېBده","[[""په"", ""IN""], [""خبرپاڼه"", ""NN.C.1.F""], [""کې"", ""PT""], [""ویل"", ""VB.INF""], [""شوي"", ""VB.DX""], [""،"", ""PU""], [""چې"", ""CC""], [""د"", ""IN""], [""وسله والو"", ""NN.C.2""], [""کسانو"", ""NN.C.2""], [""له"", ""IN""], [""برید"", ""NN.C.1.M""], [""وروسته"", ""RB""], [""نښته"", ""NN.C.1.F""], [""هم"", ""RB""], [""شوې"", ""VB.DX""], [""ده"", ""VB.PC""]]"
257,"په دې څلورو لوبو کې افغان لوبډلې بنګله دېش او ایرلنډ ته ماتې ورکړې ، خو د هند او وېسټ انډیز سره یې ټېسټ لوبې بایللې وې","پهBدېBڅلوروBلوبوBکېBافغانBلوبډلېBبنګلهSدېشBاوBایرلنډBتهBماتېBورکړېB،BخوBدBهندBاوBوېسټSانډیزBسرهBیېBټېسټBلوبېBبایللېBوې","[[""په"", ""IN""], [""دې"", ""DT""], [""څلورو"", ""NB""], [""لوبو"", ""NN.C.2""], [""کې"", ""PT""], [""افغان"", ""JJ""], [""لوبډلې"", ""NN.C.1.F""], [""بنګله دېش"", ""NN.P""], [""او"", ""CC""], [""ایرلنډ"", ""NN.P""], [""ته"", ""PT""], [""ماتې"", ""NN.C.1.F""], [""ورکړې"", ""VB.D""], [""،"", ""PU""], [""خو"", ""CC""], [""د"", ""IN""], [""هند"", ""NN.P""], [""او"", ""CC""], [""وېسټ انډیز"", ""NN.P""], [""سره"", ""PT""], [""یې"", ""PR.C""], [""ټېسټ"", ""JJ""], [""لوبې"", ""NN.C.1.F""], [""بایللې"", ""VB.N""], [""وې"", ""VB.DC""]]"
258,د ايډز کليمه د لومړي ځل لپاره په کال ۱۹۸۲ ز,دBايډزBکليمهBدBلومړيBځلBلپارهBپهBکالB۱۹۸۲Bز,"[[""د"", ""IN""], [""ايډز"", ""NN.P""], [""کليمه"", ""NN.C.2""], [""د"", ""IN""], [""لومړي"", ""JJ""], [""ځل"", ""NN.C.1.M""], [""لپاره"", ""PT""], [""په"", ""IN""], [""کال"", ""NN.C.1.M""], [""۱۹۸۲"", ""NB""], [""ز"", ""FX""]]"
259,د بېځایه شویو په چارو کې د ځواب ویلو لپاره قانوني چوکاټ دی,دBبېځایهBشویوBپهBچاروBکېBدBځوابBویلوBلپارهBقانونيBچوکاټBدی,"[[""د"", ""IN""], [""بېځایه"", ""JJ""], [""شویو"", ""VB.N""], [""په"", ""IN""], [""چارو"", ""NN.C.1.M""], [""کې"", ""PT""], [""د"", ""IN""], [""ځواب"", ""NN.C.1.M""], [""ویلو"", ""VB.G""], [""لپاره"", ""PT""], [""قانوني"", ""JJ""], [""چوکاټ"", ""NN.C.1.F""], [""دی"", ""VB.PC""]]"
260,د پاکستان دغه پښتون لوبغاړي امریکا غږ سره په یوې ځانګړي مرکې کې وویل چې افغان لوبغاړي له بهرنیو روزونکو سره د ژبې مشکل لري او ښايي همدا یو لوی علت وي چې افغانستان ښه او ډېر تیز توپ اچوونکي نشي پیدا کولی,دBپاکستانBدغهBپښتونBلوبغاړيBامریکاSغږBسرهBپهBیوېBځانګړيBمرکېBکېBوویلBچېBافغانBلوبغاړيBلهBبهرنیوBروزونکوBسرهBدBژبېBمشکلBلريBاوBښاييBهمداBیوBلویBعلتBويBچېBافغانستانBښهBاوBډېرBتیزBتوپSاچوونکيBنشيBپیداBکولی,"[[""د"", ""IN""], [""پاکستان"", ""NN.P""], [""دغه"", ""DT""], [""پښتون"", ""NN.C.1.M""], [""لوبغاړي"", ""NN.C.2""], [""امریکا غږ"", ""NN.P""], [""سره"", ""PT""], [""په"", ""IN""], [""یوې"", ""DT""], [""ځانګړي"", ""JJ""], [""مرکې"", ""NN.C.1.F""], [""کې"", ""PT""], [""وویل"", ""VB.INF""], [""چې"", ""CC""], [""افغان"", ""JJ""], [""لوبغاړي"", ""NN.C.2""], [""له"", ""IN""], [""بهرنیو"", ""JJ""], [""روزونکو"", ""NN.C.2""], [""سره"", ""PT""], [""د"", ""IN""], [""ژبې"", ""NN.C.1.F""], [""مشکل"", ""JJ""], [""لري"", ""VB.P""], [""او"", ""CC""], [""ښايي"", ""RB""], [""همدا"", ""DT""], [""یو"", ""DT""], [""لوی"", ""JJ""], [""علت"", ""NN.C.1.M""], [""وي"", ""VB.DC""], [""چې"", ""CC""], [""افغانستان"", ""NN.P""], [""ښه"", ""JJ""], [""او"", ""CC""], [""ډېر"", ""JJ""], [""تیز"", ""JJ""], [""توپ اچوونکي"", ""NN.C.2""], [""نشي"", ""RB""], [""پیدا"", ""JJ""], [""کولی"", ""VB.H""]]"
261,"طالبانو په افغانستان کې له واکمنیدو سره ، ادعا لرله چې جګړه په بشپړ ډول ختمه شوې او امنیت تامین شوی","طالبانوBپهBافغانستانBکېBلهBواکمنیدوBسرهB،BادعاBلرلهBچېBجګړهBپهBبشپړBډولBختمهBشوېBاوBامنیتBتامینBشوی","[[""طالبانو"", ""NN.C.2""], [""په"", ""IN""], [""افغانستان"", ""NN.P""], [""کې"", ""PT""], [""له"", ""IN""], [""واکمنیدو"", ""VB.G""], [""سره"", ""PT""], [""،"", ""PU""], [""ادعا"", ""NN.C.1.F""], [""لرله"", ""VB.D""], [""چې"", ""CC""], [""جګړه"", ""NN.C.1.F""], [""په"", ""IN""], [""بشپړ"", ""JJ""], [""ډول"", ""NN.C.1.M""], [""ختمه"", ""JJ""], [""شوې"", ""VB.DX""], [""او"", ""CC""], [""امنیت"", ""NN.C.1.M""], [""تامین"", ""JJ""], [""شوی"", ""VB.DX""]]"
262,ټاکل شوې چې دا مشران به د افغانستان په هکله هم خبرې وکړي,ټاکلBشوېBچېBداBمشرانBبهBدBافغانستانBپهBهکلهBهمBخبرېBوکړي,"[[""ټاکل"", ""VB.INF""], [""شوې"", ""VB.DX""], [""چې"", ""CC""], [""دا"", ""DT""], [""مشران"", ""NN.C.1.M""], [""به"", ""BA""], [""د"", ""IN""], [""افغانستان"", ""NN.P""], [""په"", ""IN""], [""هکله"", ""RB""], [""هم"", ""RB""], [""خبرې"", ""NN.C.1.F""], [""وکړي"", ""VB.H""]]"
263,د حافظ سعید د جماعت الدعوه ډله هم په پاکستان کې غیر قانوني اعلان شوې ده او په فعالیت یې بندیز لګیدلی,دBحافظSسعیدBدBجماعتSالدعوهBډلهBهمBپهBپاکستانBکېBغیرSقانونيBاعلانBشوېBدهBاوBپهBفعالیتBیېBبندیزBلګیدلی,"[[""د"", ""IN""], [""حافظ سعید"", ""NN.P""], [""د"", ""IN""], [""جماعت الدعوه"", ""NN.P""], [""ډله"", ""NN.C.1.F""], [""هم"", ""RB""], [""په"", ""IN""], [""پاکستان"", ""NN.P""], [""کې"", ""PT""], [""غیر قانوني"", ""JJ""], [""اعلان"", ""NN.C.1.M""], [""شوې"", ""VB.DX""], [""ده"", ""VB.PC""], [""او"", ""CC""], [""په"", ""IN""], [""فعالیت"", ""NN.C.1.M""], [""یې"", ""PR.C""], [""بندیز"", ""NN.C.1.M""], [""لګیدلی"", ""VB.DX""]]"
264,"په دې درېو مياشتو کښې ، چې عبدالهادي را څخه تللی و ، دومره ښه و چې مولوي صاحب دلې و","پهBدېBدرېوBمياشتوBکښېB،BچېBعبدالهاديBراSڅخهBتللیBوB،BدومرهBښهBوBچېBمولويBصاحبBدلېBو","[[""په"", ""IN""], [""دې"", ""DT""], [""درېو"", ""NB""], [""مياشتو"", ""NN.C.2""], [""کښې"", ""PT""], [""،"", ""PU""], [""چې"", ""CC""], [""عبدالهادي"", ""NN.P""], [""را څخه"", ""PT""], [""تللی"", ""VB.D""], [""و"", ""VB.DC""], [""،"", ""PU""], [""دومره"", ""JJ""], [""ښه"", ""JJ""], [""و"", ""VB.DC""], [""چې"", ""CC""], [""مولوي"", ""NN.P""], [""صاحب"", ""JJ""], [""دلې"", ""RB""], [""و"", ""VB.DC""]]"
265,چې وګړي د موخې د ټاکلو په پروسه کې ګډون وکړي,چېBوګړيBدBموخېBدBټاکلوBپهBپروسهBکېBګډونBوکړي,"[[""چې"", ""CC""], [""وګړي"", ""NN.C.2""], [""د"", ""IN""], [""موخې"", ""NN.C.1.F""], [""د"", ""IN""], [""ټاکلو"", ""VB.G""], [""په"", ""IN""], [""پروسه"", ""NN.C.1.F""], [""کې"", ""PT""], [""ګډون"", ""NN.C.1.F""], [""وکړي"", ""VB.H""]]"
266,فرانسې د جمعې په ماښام اګست ۲۷ د افغانستان څخه خپل د تخلیې پروازونه بند کړل,فرانسېBدBجمعېBپهBماښامBاګستB۲۷BدBافغانستانBڅخهBخپلBدBتخلیېBپروازونهBبندBکړل,"[[""فرانسې"", ""NN.P""], [""د"", ""IN""], [""جمعې"", ""NN.P""], [""په"", ""IN""], [""ماښام"", ""NN.C.1.M""], [""اګست"", ""NN.P""], [""۲۷"", ""NB""], [""د"", ""IN""], [""افغانستان"", ""NN.P""], [""څخه"", ""PT""], [""خپل"", ""JJ""], [""د"", ""IN""], [""تخلیې"", ""NN.C.1.F""], [""پروازونه"", ""NN.C.2""], [""بند"", ""JJ""], [""کړل"", ""VB.INF""]]"
267,"د یادونې ده ، چې تېره ورځ جمعه د کورونا مخنیوي واکسین جانسن انډ جانسن نژدې یو نیم میلیون ډوزه افغانستان ته ورسېدل","دBیادونېBدهB،BچېBتېرهBورځBجمعهBدBکوروناBمخنیويBواکسینBجانسنBانډBجانسنBنژدېBیوBنیمBمیلیونBډوزهBافغانستانBتهBورسېدل","[[""د"",""IN""],[""یادونې"",""NN.C.1.F""],[""ده"",""VB.PC""],[""،"",""PU""],[""چې"",""CC""],[""تېره"",""JJ""],[""ورځ"",""NN.C.1.F""],[""جمعه"",""NN.P""],[""د"",""IN""],[""کورونا"",""NN.P""],[""مخنیوي"",""NN.C.1.M""],[""واکسین"",""NN.C.1.M""],[""جانسن"",""NN.P""],[""انډ"",""NN.C.1.M""],[""جانسن"",""NN.P""],[""نژدې"",""RB""],[""یو"",""DT""],[""نیم"",""JJ""],[""میلیون"",""NB""],[""ډوزه"",""NN.C.2""],[""افغانستان"",""NN.P""],[""ته"",""PT""],[""ورسېدل"",""VB.D""]]"
268,عابده سپوږمۍ کرونا به په دې دوه کلونو کې هېڅ ژبې او هېڅ فرهنګ ته دومره زيان نه وي رسولی لکه څومره يې چې د احمدي صاحب په تللو پښتو ادب او فرهنګ ته ورساوه,عابدهBسپوږمۍBکروناBبهBپهBدېBدوهBکلونوBکېBهېڅBژبېBاوBهېڅBفرهنګBتهBدومرهBزيانBنهBويBرسولیBلکهBڅومرهBيېBچېBدBاحمديSصاحبBپهBتللوBپښتوBادبBاوBفرهنګBتهBورساوه,"[[""عابده"", ""NN.P""], [""سپوږمۍ"", ""NN.C.1.F""], [""کرونا"", ""NN.P""], [""به"", ""BA""], [""په"", ""IN""], [""دې"", ""DT""], [""دوه"", ""NB""], [""کلونو"", ""NN.C.2""], [""کې"", ""PT""], [""هېڅ"", ""RP""], [""ژبې"", ""NN.C.1.F""], [""او"", ""CC""], [""هېڅ"", ""RP""], [""فرهنګ"", ""NN.C.1.M""], [""ته"", ""PT""], [""دومره"", ""JJ""], [""زيان"", ""NN.C.1.M""], [""نه"", ""PT""], [""وي"", ""VB.DC""], [""رسولی"", ""VB.D""], [""لکه"", ""IN""], [""څومره"", ""PR.W""], [""يې"", ""PR.C""], [""چې"", ""CC""], [""د"", ""IN""], [""احمدي صاحب"", ""NN.P""], [""په"", ""IN""], [""تللو"", ""VB.G""], [""پښتو"", ""NN.P""], [""ادب"", ""NN.C.1.M""], [""او"", ""CC""], [""فرهنګ"", ""NN.C.1.M""], [""ته"", ""PT""], [""ورساوه"", ""VB.D""]]"
269,رپوټ وايي طالبانو له افغان حکومت او نورو خواو سره روغې جوړې او د سولې مذاکراتو کې هم تردې دمه کومه نرمي نه ده ښودلې,رپوټBواييBطالبانوBلهBافغانBحکومتBاوBنوروBخواوBسرهBروغېSجوړېBاوBدBسولېBمذاکراتوBکېBهمBتردېBدمهBکومهBنرميBنهBدهBښودلې,"[[""رپوټ"", ""NN.C.1.M""], [""وايي"", ""VB.P""], [""طالبانو"", ""NN.C.2""], [""له"", ""IN""], [""افغان"", ""JJ""], [""حکومت"", ""NN.C.1.M""], [""او"", ""CC""], [""نورو"", ""RB""], [""خواو"", ""NN.C.2""], [""سره"", ""PT""], [""روغې جوړې"", ""NN.C.1.F""], [""او"", ""CC""], [""د"", ""IN""], [""سولې"", ""NN.C.1.F""], [""مذاکراتو"", ""NN.C.2""], [""کې"", ""PT""], [""هم"", ""RB""], [""تردې"", ""RB""], [""دمه"", ""NN.C.1.F""], [""کومه"", ""PR.W""], [""نرمي"", ""NN.C.1.F""], [""نه"", ""PT""], [""ده"", ""VB.PC""], [""ښودلې"", ""VB.D""]]"
